Name	Set	ImageFile	Variety	Rarity	Type	Color	Lv	Grow Cost	Cost	Limit	Power	Restriction	[Guard]	Script	Burst	Text
Goddra, Phantom Dragon	Beginning Selector	WX05-031	SIGNI	R	Living Spirit: Dragon Beast	R	4				15000					
Avenger, Ballista	Beginning Selector	WX05-032	SIGNI	R	War Spirit: Weapon	R	4				12000				Banish one of your opponent's SIGNI with power 10000 or less.	{Action} (Discard one <Weapon> SIGNI from your hand) Banish one of your opponent's SIGNI with power 8000 or less. || {Action} (Discard three <Weapon> SIGNI from your hand) Crush one of your opponent's Life Cloth. The Life Burst of the card crushed by this effect is not triggered.
Peridot, Natural Stone	Beginning Selector	WX05-033	SIGNI	R	Nature Spirit: Gem	R	4				10000					{On-Play} If you have Sapphi, Natural Stone and Rubyl, Natural Stone on the field, banish one of your opponent's SIGNI with power 15000 or less.
Most Treasured Fragment	Beginning Selector	WX05-034	Spell	R		R			1R			Hanayo Only			During this turn and the next turn, this SIGNI in the middle of your SIGNI zone gets [Double Crush]	The cost to use this spell is increased by 1C for each of your Life Cloth. || Until end of turn, all of your <Ore> and <Gem> SIGNI get [Double Crush].
Radon, Natural Source	Beginning Selector	WX05-035	SIGNI	R	Nature Spirit: Atom	U	4				15000					
Jinbei, Water Phantom	Beginning Selector	WX05-036	SIGNI	R	Living Spirit: Water Beast	U	4				12000				Discard one card from your hand. Then, choose two cards from your opponent's hand without looking and discard them.	{Constant} At the beginning of your attack phase, up all of your <Water Beast> SIGNI. || {Action} (Down 3 of your <Water Beast> SIGNI) Draw two cards. Then, discard one card from your hand.
Code Art S-P-K	Beginning Selector	WX05-037	SIGNI	R	Machine Spirit: Electric Machine	U	4				10000					{On-Play} Freeze one of your opponent's SIGNI. Then, if all of your opponent's SIGNI are frozen, your opponent discards a card.
SPIRAL	Beginning Selector	WX05-038	Spell	R		U			2U						Draw one card. Then, you may reveal one Spiral Carmilla, Water Phantom Princess from your hand. If you do, draw an additional card.	If you have a Spiral Carmilla, Water Phantom Princess on the field, this card's cost becomes 1U. || If you have four or more cards in your hand, banish one of your opponent's SIGNI.
Dot, Limited Expression	Beginning Selector	WX05-039.png	SIGNI	R	Image Spirit: Beautiful Technique	G	4				15000					
Sakura, Natural Plant	Beginning Selector	WX05-040	SIGNI	R	Nature Spirit: Plant	G	4				12000				Put the top card of your deck into the Ener Zone. Then, add up to one card from your Ener Zone to your hand.	{Constant} During your main phase, each time one of your opponent's SIGNI is banished, put the top card of your deck into the Ener Zone. || {Constant} When one of your SIGNI is downed by an effect, put the top card of your deck into the Ener Zone. (Downing to pay a cost or attack is not an effect.)
Rhino, Phantom Beast	Beginning Selector	WX05-041	SIGNI	R	Living Spirit: Earth Beast	G	4				10000					{Action} (Down) Until end of turn, one of your <Sky Beast> or <Earth Beast> SIGNI gets [Lancer].
Increasing Force	Beginning Selector	WX05-042.png	Spell	R		G			2G						Put the top card of your deck into the Ener Zone. Then, if there are four or less cards in your Ener Zone, put the top card of your deck into the Ener Zone.	Until the end of your Main Phase, when one of your <Plant> SIGNI becomes downed for the third time, banish one of your opponent's SIGNI, add a card from your Ener Zone to your hand, and draw a card. This effect can only occur once per turn.
Vier=Vial	Beginning Selector	WX05-043	SIGNI	R	War Spirit: Poison Fang	B	4				15000					
Code Anti Marsface	Beginning Selector	WX05-044	SIGNI	R	Machine Spirit: Ancient Weapon	B	4				10000					{Action} (Down, Banish one of your other <Ancient Weapon> SIGNI) Until end of turn, one of your opponent's SIGNI gets -7000 power. || {Action} (Down, Put two of your other <Ancient Weapon> SIGNI on the field into the trash) Until end of turn, all of your opponent's SIGNI gets -10000 power.
Final Destruction	Beginning Selector	WX05-045	Spell	R		B			2B1C			Ulith Only			Discard your hand. If you do, banish all SIGNI.	Until end of turn, your LRIG gets {Action} (Down) Banish all of your opponent's SIGNI. || At the end of this turn, discard your hand.
Code Maze Sagfami	Beginning Selector	WX05-046.png	SIGNI	C	Machine Spirit: Labyrinth	W	3				7000	Iona Only			Ener Charge 1	{On-Play} (Discard one <Labyrinth> SIGNI from your hand) You may rearrange the position of your opponent's SIGNI in anyway you like. Then, draw a card.
Laevateinn, Greatsword	Beginning Selector	WX05-047	SIGNI	C	War Spirit: Arm/War Spirit: Weapon	W	3				6000					{Constant} When this SIGNI battles your opponent's level 4 SIGNI, banish your opponent's SIGNI.
Code Maze Metron	Beginning Selector	WX05-048	SIGNI	C	Machine Spirit: Labyrinth	W	2				5000	Iona Only				{Constant} As long as you have three <Labyrinth> SIGNI on the field, all of your SIGNI get +2000 power.
Brionac, Medium Spear	Beginning Selector	WX05-049	SIGNI	C	War Spirit: Arm	W	1				2000			<s><l>Search deck</l><f>/vp1pt40</f></s>		{Action} (2W1C, put this SIGNI from the field into the trash) Search your deck for up to two <Arm> or <Weapon> SIGNI, reveal them, and add them to your hand. Then, shuffle your deck.
Code Maze Michel	Beginning Selector	WX05-050.png	SIGNI	C	Machine Spirit: Labyrinth	W	1				2000	Iona Only				{Action} (3W, Put this SIGNI from the field into the trash) Return one of your opponent's level 3 or lower SIGNI to the deck. Then, your opponent shuffles their deck.
Engetsu, Small Sword	Beginning Selector	WX05-051	SIGNI	C	War Spirit: Arm	W	1				2000			<s><l>Search deck</l><f>/vp1pt40</f></s>	Draw one card.	{Constant} When this SIGNI is banished, you may pay 1W. If you do, search your deck for one Brionac, Medium Spear, reveal it, and add it to your hand. Then, shuffle your deck.
Get Almandal	Beginning Selector	WX05-052	Spell	C		W			1W					<s><l>Search deck</l><f>/vp1pt40</f></s>		Choose up to two of the following: {1} Search your deck for a level 2 or lower white SIGNI, reveal it, and add it to your hand. {2} If your LRIG is white and level 4 or greater, search your deck for a SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.
Eingana, Phantom Dragon	Beginning Selector	WX05-053.png	SIGNI	C	Living Spirit: Dragon Beast	R	3				10000					
Lintwurm, Phantom Dragon	Beginning Selector	WX05-054.png	SIGNI	C	Living Spirit: Dragon Beast	R	3				7000			<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for a <Dragon Beast> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} All of your other <Dragon Beast> SIGNI get +2000 power.
Kannya, Phantom Dragon	Beginning Selector	WX05-055	SIGNI	C	Living Spirit: Dragon Beast	R	2				7000					
Komodo, Phantom Dragon	Beginning Selector	WX05-056.png	SIGNI	C	Living Spirit: Dragon Beast	R	2				5000	Yuzuki Only				{Constant} As long as your LRIG is level 4 or greater, this SIGNI's power is 10000.
Cuelep, Phantom Dragon	Beginning Selector	WX05-057	SIGNI	C	Living Spirit: Dragon Beast	R	1				3000					
Tokage, Phantom Dragon	Beginning Selector	WX05-058	SIGNI	C	Living Spirit: Dragon Beast	R	1				1000	Yuzuki Only				{Constant} This SIGNI gets +1000 power for each level of your other <Dragon Beast> SIGNI.
Life-Extending Selection	Beginning Selector	WX05-059	Spell	C		R			1R							Choose up to two of the following: {1} Banish one of your opponent's SIGNI with power 3000 or less. {2} if your LRIG is red and level 4 or greater, banish one of your opponent's SIGNI with power 10000 or less.
Manganese, Natural Source	Beginning Selector	WX05-060	SIGNI	C	Nature Spirit: Atom	U	3				10000					
Thorium, Natural Source	Beginning Selector	WX05-061	SIGNI	C	Nature Spirit: Atom	U	3				7000	Mirurun Only		<s><l>Reveal top 5</l><f>/vp1at5</f></s>	Ener Charge 1	{On-Play} (Discard one <Atom> SIGNI from your hand) Reveal the top five cards of your deck. Add one <Atom> SIGNI from among them to your hand. Then put the rest at the bottom of your deck in any order.
Titanium, Natural Source	Beginning Selector	WX05-062	SIGNI	C	Nature Spirit: Atom	U	2				7000					
Actinium, Natural Source	Beginning Selector	WX05-063	SIGNI	C	Nature Spirit: Atom	U	2				5000	Mirurun Only				{Constant} As long as your LRIG is level 4 or greater, this SIGNI's power is 10000.
Sulfur, Natural Source	Beginning Selector	WX05-064.png	SIGNI	C	Nature Spirit: Atom	U	1				3000					
Chromium, Natural Source	Beginning Selector	WX05-065.png	SIGNI	C	Nature Spirit: Atom	U	1				1000					{Constant} This SIGNI gets +1000 power for each level of your other <Atom> SIGNI.
RAINY	Beginning Selector	WX05-066	Spell	C		U			1U							Choose up to two of the following: {1} Your opponent discards a card from their hand. {2} If your LRIG is blue and level 4 or greater, draw three cards, then discard one card from your hand.
Maki-e, Approximation of Tradition	Beginning Selector	WX05-067	SIGNI	C	Image Spirit: Beautiful Technique	G	3				10000					
Colla, Opposing Methodology	Beginning Selector	WX05-068.png	SIGNI	C	Image Spirit: Beautiful Technique	G	3				7000	Anne Only		<s><l>Reveal top two cards</><f>/vp1at2</f></s>	Ener Charge 1	{On-Play} (Discard one <Beautiful Technique SIGNI from your hand) Reveal the top two cards from your deck. Add to your hand all <Beautiful Technique> SIGNI from among them. Put the rest on the bottom in any order.
Pop, Vividly Famous Party	Beginning Selector	WX05-069	SIGNI	C	Image Spirit: Beautiful Technique	G	2				5000	Anne Only				{Constant} As long as your LRIG is level 4 or greater, this SIGNI's power is 10000.
Ameco, Generous Light and Dark	Beginning Selector	WX05-070	SIGNI	C	Image Spirit: Beautiful Technique	G	2				7000					
Origami, Uniform Requirements	Beginning Selector	WX05-071	SIGNI	C	Image Spirit: Beautiful Technique	G	1				3000					
Crayon, Endorsement of Graffiti	Beginning Selector	WX05-072	SIGNI	C	Image Spirit: Beautiful Technique	G	1				1000	Anne Only				{Constant} This SIGNI gets +1000 power for each level of your other <Beautiful Technique> SIGNI.
Howl	Beginning Selector	WX05-073	Spell	C		G			1G							Choose up to two of the following: {1} Until end of turn, all of your SIGNI get +2000 power. {2} If your LRIG is green and level 4 or greater, until end of turn, all of your SIGNI get +5000 power.
Drei=Spore	Beginning Selector	WX05-074	SIGNI	C	War Spirit: Poison Fang	B	3				10000					
Code Anti Arahabaki	Beginning Selector	WX05-075	SIGNI	C	Machine Spirit: Ancient Weapon	B	3				7000				Ener Charge 1	{On-Play} (Discard one <Ancient Weapon> SIGNI from your hand) Put a level 3 or greater <Ancient Weapon> SIGNI into play from your trash.
Loki, Bewitching Magic	Beginning Selector	WX05-076	SIGNI	C	Image Spirit: Devil	B	3				7000				Search your deck for a <Devil> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} All of your other <Devil> SIGNI get +2000 power.
Zwei-Cobra	Beginning Selector	WX05-077	SIGNI	C	War Spirit: Poison Fang	B	2				7000					
Ahriman, Fallen Glance	Beginning Selector	WX05-078	SIGNI	C	Image Spirit: Devil	B	2				5000	Ulith Only				{Action} (Down, put one of your [Charms} into the trash) Until end of turn, one of your SIGNI gets -5000 power.
Ein=Gas	Beginning Selector	WX05-079	SIGNI	C	War Spirit: Poison Fang	B	1				3000					
Hecate, Sloth of Mission	Beginning Selector	WX05-080.png	SIGNI	C	Image Spirit: Devil	B	1				1000					{Action} (Down) Put this SIGNI as a [Charm] under one of your <Devil> SIGNI.
Revive Flare	Beginning Selector	WX05-081	Spell	C		B			1B							Choose up to two of these effects. {1} Put the top three cards of your deck into the trash. Then, put a level 2 or less black SIGNI from your trash into play. {2} If your LRIG is black and level 4 or more, put a black SIGNI from your trash into play.
Tawil=Fyra, Prolonged of Life	Fortune Selector	WX06-001,white	LRIG	LR	Tawil	W	4	3W		11						{Constant} All of your <Angel> SIGNI get +1000 power. || {Action} (1W) Put seven <Angel> SIGNI from your trash to the bottom of your deck. If you do, banish one of your opponent's SIGNI. This ability can only be used once per turn. || {Action} (0W) Put seven <Angel> SIGNI with different names from your trash at the bottom of your deck. If you do, put one of your opponent's SIGNI into the trash. Then, shuffle your deck. This ability can only be used once per turn.
Pinch Defense	Fortune Selector	WX06-002,white	ARTS	LR		W			1W1C							[Timing: Attack Phase] Until end of turn, your opponent's LRIG gets Cannot attack. If your LRIG is white and you have two or less Life Cloth, instead, until end of turn, one of your opponent's LRIGs and one of your opponent's SIGNI gets Cannot attack.
Interwoven Fire and Fortune	Fortune Selector	WX06-003,white	ARTS	LR		R			2R							[Timing: Main Phase] Banish one of your opponent's SIGNI with power 8000 or less. If your LRIG is red, and you have two or less Life Cloth, instead banish up to two of your opponent's SIGNI with power 15000 or less.
Don't Escape	Fortune Selector	WX06-004,white	ARTS	LR		U			1U1C							[Timing: Attack Phase] Down one of your opponent's SIGNI. If your LRIG is blue and you have two or less Life Cloth, down two of your opponent's SIGNI instead.
Vanish Like Mist	Fortune Selector	WX06-005,white	ARTS	LR		G			2G1C							[Timing: Main Phase; Attack Phase] Banish one of your opponent's SIGNI with power 15000 or more. If your LRIG is green and you have two or less Life Cloth, instead banish up to two of your opponent's SIGNI with power 10000 or more.
Ancient Gate	Fortune Selector	WX06-006,white	ARTS	LR		B			2B1C							[Timing: Main Phase] Until end of turn, one of your opponent's SIGNI get -12000 power. If your LRIG is black and you have two or less Life Cloth, instead up two two of your opponent's SIGNI get -15000 power until end of turn.
Tawil=Tre, Prolonged of Life	Fortune Selector	WX06-007,white	LRIG	LC	Tawil	W	3	2W		8						
Tawil=Tva, Prolonged of Life	Fortune Selector	WX06-008,white	LRIG	LC	Tawil	W	2	1W		5						
Tawil=Ett, Prolonged of Life	Fortune Selector	WX06-009,white	LRIG	LC	Tawil	W	1	0W		2						
Tawil=Noll, Prolonged of Life	Fortune Selector	WX06-010,white	LRIG	LC	Tawil	W	0	0W		0						
Soap Summon	Fortune Selector	WX06-011,white	ARTS	LC		W			1W			Tawil Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		[Timing: Main Phase; Attack Phase] Choose one of the following: {1} Search your deck for one <Angel> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck. {2} Put into play one <Angel> SIGNI from your hand.
Mirurun Atto	Fortune Selector	WX06-012,white	LRIG	LC	Mirurun	U	3	2U		7						{On-Play} This turn, the next time you use a spell, it's cost is reduced by 1U.
Anne=Third, Public Repentance	Fortune Selector	WX06-013,white	LRIG	LC	Anne	G	3	1G1W		7				<s><l>Reveal top two cards</><f>/vp1at2</f></s>		[On-Play} Reveal the top two cards of your deck. Add to your hand one <Beautiful Technique> SIGNI from among them. Put the rest on the top or bottom of your deck in any order.
Umuru=Fem, Wielder of the Key of Creation	Fortune Selector	WX06-014,white	LRIG	LC	Umuru	B	5	3B		12						{Grow} Your LRIG on the field contains Umuru in its card name. || {On-Play} Declare a number. Put cards equal to the declared number from the top of your deck into the trash. || {Action} Exceed 1: Put five <Ancient Weapon> SIGNI from your trash at the bottom of your deck in any order. If you do, banish one of your opponent's SIGNI. This effect can only be used once per turn.
Spell Salvage	Fortune Selector	WX06-015,white	ARTS	LC		C			1C							[Timing: Main Phase] Add one spell with the same color as your LRIG from your trash to your hand.
Munkarun, Elder Sister Deity of the Holy Tomb	Fortune Selector	WX06-016	SIGNI	SR	Image Spirit: Angel	W	4				12000	Tawil Only		<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for two <Angel> SIGNI of the same level, reveal them, and add them to your hand. Then, shuffle your deck.	{Constant} This SIGNI gets +1000 power for each other <Angel> SIGNI you have on the field. || {Constant} When this SIGNI leaves the field by the effect of the opponent, search your deck for one level 3 or less <Angel> SIGNI and put it into play. Then, shuffle your deck.
Nyarobu, Ultimate Fist	Fortune Selector	WX06-017	SIGNI	SR	War Spirit: Arm	W	4				12000			<s><l>Search deck</l><f>/vp1pt40</f></s>	Return one of your opponent's SIGNI to their hand.	{Constant} This SIGNI gets +1000 power for each other <Arm> SIGNI you have on the field. || {Constant} When one of your <Arm> SIGNI is banished, up or down one SIGNI. || {On-Play} (1W) Search your deck for one SIGNI with Fist in its name, reveal it, and add it to your hand. Then, shuffle your deck.
Colonel Flathro, Crossbow Flame	Fortune Selector	WX06-018	SIGNI	SR	War Spirit: Weapon	R	4				12000				Banish one of your opponent's SIGNI with Number of <Weapon> SIGNI in your trash x 3000 power or less.	{Constant} When this SIGNI attacks, put the top three cards of your deck into the trash. Then, count the number of <Weapon> SIGNI put into the trash this way. If this number is one, banish one of your opponent's SIGNI with power 3000 or less. If this number is two, banish one of your opponent's SIGNI with power 8000 or less. If this number is three, banish one of your opponent's SIGNI with power 15000 or less.
Shironakuji, Water Phantom	Fortune Selector	WX06-019	SIGNI	SR	Living Spirit: Water Beast	U	4				12000				Reveal any number of <Water Beast> SIGNI from your hand. Until end of turn, one of your opponent's SIGNI gets -3000 power for each SIGNI that was revealed this way.	{Constant} If your other <Water Beast> SIGNI would leave the field by your opponent's effect, instead, until end of turn, you may have this SIGNI get -6000 power.
Rafflele, Natural Plant	Fortune Selector	WX06-020	SIGNI	SR	Nature Spirit: Plant	G	4				3000				Ener Charge 2	{Constant} This SIGNI gets +4000 power for each of your opponent's SIGNI. || {On-Play} For each of your other <Plant> SIGNI with Life Burst, put the top card of your deck into the Ener Zone.
Vier=Dio Princess	Fortune Selector	WX06-021	SIGNI	SR	War Spirit: Poison Fang	B	4				12000				Until end of turn, one of your opponent's SIGNI gets -3000 power for each level it has.	{Constant} Whenever another of your <Poison Fang> SIGNI comes into play, up this SIGNI. || {Action} (Down) Until end of turn, one of your opponent's SIGNI gets -3000 power.
Tride, Greatspear	Fortune Selector	WX06-022	SIGNI	R	War Spirit: Arm	W	3				8000					{Constant} If your LRIG is white, as long as this SIGNI is in the middle of your SIGNI zone, this SIGNI's power is 10000 and gets This SIGNI cannot be banished by your opponent's effects.
Nakirun, Younger Sister Deity of the Holy Tomb	Fortune Selector	WX06-023	SIGNI	R	Image Spirit: Angel	W	3				7000	Tawil Only				{Action} (Down) Search your deck for one <Angel> SIGNI other than Nakirun, Younger Sister Deity of the Holy Tomb, reveal it, and add it to your hand. Then, shuffle your deck.
Soap Sudden	Fortune Selector	WX06-024	Spell	R		W			1W4C			Tawil Only			Down one of your opponent's SIGNI. If you have an <Angel> SIGNI on the field, put it into the trash instead od downing it.	When you use this spell, down any number of your upped <Angel> SIGNI. For each SIGNI downed this way, reduce the cost of this spell by 2C. || Put one of your opponent's SIGNI into the trash.
Lucky Three	Fortune Selector	WX06-025	Spell	R		W			1W2C							Search your deck for up to three colorless SIGNI with different levels, reveal them, and put them into your hand. Then, shuffle your deck.
Kakusen, Natural Stone	Fortune Selector	WX06-026	SIGNI	R	Nature Spirit: Ore	R	3				8000					{Constant} If your LRIG is red, as long as this SIGNI is in the middle of your SIGNI zone, this SIGNI gets [Double Crush].
Brazaus, Phantom Dragon	Fortune Selector	WX06-027	SIGNI	R	Living Spirit: Dragon Beast	R	3				7000				Ener Charge 1	{On-Play} (Discard one <Dragon Beast> SIGNI from your hand) Banish one of your opponent's SIGNI with power 8000 or less. This ability can only be used if there are four or less cards in your opponent's Ener Zone.
Gear of the Flame Machine	Fortune Selector	WX06-028	Spell	R		R			2R						Draw two cards. Then, crush one of your Life Cloth.	This card can only be used if you have less Life Cloth than your opponent. || Banish one of your opponent's SIGNI with power 12000 or less and one of your opponent's SIGNI with power 10000 or less.
Code Art O-S-S	Fortune Selector	WX06-029	SIGNI	R	Machine Spirit: Electric Machine	U	3				8000					{Constant} If your LRIG is blue, as long as this SIGNI is in the middle of your SIGNI Zone, this SIGNI gets When this SIGNI attacks, your opponent discards a card from their hand.
Argon, Natural Source	Fortune Selector	WX06-030	SIGNI	R	Nature Spirit: Atom	U	3				8000	Mirurun Only			Search your deck for a spell, reveal it, and add it to your hand. Then shuffle your deck.	{On-Play} Add one spell with total cost 0 from your trash to your hand.
Trick or Treat	Fortune Selector	WX06-031	Spell	R		U			1U1C							Choose one of the following: {1} Draw two cards. {2} Your opponent discards two cards.
Kuronyan, Phantom Beast	Fortune Selector	WX06-032	SIGNI	R	Living Spirit: Earth Beast	G	3				8000					{Constant} If your LRIG is green, as long as this SIGNI is in the middle of your SIGNI Zone, this SIGNI gets When this SIGNI attacks, put the top card of your deck into the Ener Zone.
Grid, Repeating Originality	Fortune Selector	WX06-033	SIGNI	R	Image Spirit: Beautiful Technique	G	3				8000	Anne Only			Search your deck for one <Beautiful Technique SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{On-Play} This turn, if you would reveal a number of cards from the top of your deck, you may reveal that many plus one instead.
One Throw	Fortune Selector	WX06-034	Spell	R		G			0G							This card can only be used if you have a SIGNI with power 20000 or more on the field. || Banish one of your opponent's SIGNI.
Cerberun, Three-Headed Barrage	Fortune Selector	WX06-035	SIGNI	R	Image Spirit: Devil	B	3				8000					{Constant} If your LRIG is black, as long as this SIGNI is in the middle of your SIGNI Zone, this SIGNI gets When this SIGNI attacks, until end of turn, one of your opponent's SIGNI gets -3000 power.
Code Anti Golspe	Fortune Selector	WX06-036	SIGNI	R	Machine Spirit: Ancient Weapon	B	2				5000					{On-Play} (Put one black ARTS from your LRIG Deck into your LRIG Trash) Put one <Ancient Weapon> SIGNI into play from your trash.
Inhaling Hole	Fortune Selector	WX06-037	Spell	R		B			2B						Until end of turn, one of your opponent's SIGNI gets -10000 power.	Until end of turn, one of your opponent's SIGNI gets -3000 power for each level it has.
Merisa, Large Fist	Fortune Selector	WX06-038	SIGNI	C	War Spirit: Arm	W	3				8000					{Constant} As long as you have another <Arm> SIGNI on the field, this SIGNI's power is 12000.
Glova, Medium Fist	Fortune Selector	WX06-039	SIGNI	C	War Spirit: Arm	W	2				5000					{Constant} As long as you have another <Arm> SIGNI on the field, this SIGNI's power is 8000.
Fingu, Small Fist	Fortune Selector	WX06-040	SIGNI	C	War Spirit: Arm	W	1				2000					{Constant} As long as you have another <Arm> SIGNI on the field, this SIGNI's power is 5000.
Kakouga, Natural Stone	Fortune Selector	WX06-041	SIGNI	C	Nature Spirit: Ore	R	3				8000					{Constant} As long as you have another <Ore> or <Gem> SIGNI on the field, this SIGNI's power is 12000.
Serikuga, Natural Stone	Fortune Selector	WX06-042	SIGNI	C	Nature Spirit: Ore	R	2				5000					{Constant} As long as you have another <Ore> or <Gem> SIGNI on the field, this SIGNI's power is 8000.
Hareiga, Natural Stone	Fortune Selector	WX06-043	SIGNI	C	Nature Spirit: Ore	R	1				2000					{Constant} As long as you have another <Ore> or <Gem> SIGNI on the field, this SIGNI's power is 5000.
Code Art A-C-D	Fortune Selector	WX06-044	SIGNI	C	Machine Spirit: Electric Machine	U	3				8000					{Constant} As long as you have another <Electric Machine> SIGNI on the field, this SIGNI's power is 12000.
Code Art H-M-F	Fortune Selector	WX06-045	SIGNI	C	Machine Spirit: Electric Machine	U	2				5000					{Constant} As long as you have another <Electric Machine> SIGNI on the field, this SIGNI's power is 8000.
Code Art D-M-F	Fortune Selector	WX06-046	SIGNI	C	Machine Spirit: Electric Machine	U	1				2000					{Constant} As long as you have another <Electric Machine> SIGNI on the field, this SIGNI's power is 5000.
Kanruru, Phantom Beast	Fortune Selector	WX06-047	SIGNI	C	Living Spirit: Earth Beast	G	3				8000					{Constant} As long as you have another <Earth Beast> or <Sky Beast> SIGNI on the field, this SIGNI's power is 12000.
Komorig, Phantom Beast	Fortune Selector	WX06-048	SIGNI	C	Living Spirit: Earth Beast	G	2				5000					{Constant} As long as you have another <Earth Beast> or <Sky Beast> SIGNI on the field, this SIGNI's power is 8000.
Womba, Phantom Beast	Fortune Selector	WX06-049	SIGNI	C	Living Spirit: Earth Beast	G	1				2000					{Constant} As long as you have another <Earth Beast> or <Sky Beast> SIGNI on the field, this SIGNI's power is 5000.
Saleos, Devil Rider	Fortune Selector	WX06-050	SIGNI	C	Image Spirit: Devil	B	3				8000					{Constant} As long as you have another <Devil> SIGNI on the field, this SIGNI's power is 12000.
Saros, Devil Rider	Fortune Selector	WX06-051	SIGNI	C	Image Spirit: Devil	B	2				5000					{Constant} As long as you have another <Devil> SIGNI on the field, this SIGNI's power is 8000.
Zaebos, Devil Rider	Fortune Selector	WX06-052	SIGNI	C	Image Spirit: Devil	B	1				2000					{Constant} As long as you have another <Devil> SIGNI on the field, this SIGNI's power is 5000.
Cyua, Natural Stone	Fortune Selector	WX06-CB01	SIGNI	R	Nature Spirit: Gem	R	1				2000				Draw a card.	{Constant} When this SIGNI attacks, you may put this SIGNI from the field into the trash. If you do, banish one of your opponent's SIGNI with power 3000 or less.
Code Art T-A-P	Fortune Selector	WX06-CB02	SIGNI	R	Machine Spirit: Electric Machine	U	1				2000			<s><l>Look at 	Look at your opponent's hand, choose one card from it, and discard it.	{Constant} As long as your opponent's hand has zero cards, this SIGNI's power is 10000. || {On-Play} Look at your opponent's hand.
Kayappa, Natural Plant	Fortune Selector	WX06-CB03	SIGNI	R	Nature Spirit: Plant	G	1				2000				Ener Charge 1	{Constant} At the end of your opponent's turn, you may put this SIGNI into the trash. If you do, put the top two cards of your deck into the Ener Zone.
Code Anti Doronjo	Fortune Selector	WX06-CB04	SIGNI	R	Machine Spirit: Ancient Weapon	B	1				2000				Draw one card.	{Constant} When this SIGNI is banished, until end of turn, one of your opponent's SIGNI gets -2000 power.
Tamayorihime, Full Moon Miko (PR1)	Promo	PR-001,white	LRIG	PR	Tama	W	0	0W		0						
Hanayo: Zero (PR1)	Promo	PR-002,white	LRIG	PR	Hanayo	R	0	0R		0						
Code Piruluk (PR1)	Promo	PR-003,white	LRIG	PR	Piruluk	U	0	0U		0						
Midoriko, Combat Girl (PR1)	Promo	PR-004,white	LRIG	PR	Midoriko	G	0	0G		0						
Tama	Promo	PR-005,white	LRIG	PR	Tama	W	0	0W		0						
Hanayo	Promo	PR-006,white	LRIG	PR	Hanayo	R	0	0R		0						
Piruluk	Promo	PR-007,white	LRIG	PR	Piruluk	U	0	0U		0						
Midoriko	Promo	PR-008,white	LRIG	PR	Midoriko	G	0	0G		0						
Tamayorihime, New Moon Miko (PR2)	Promo	PR-009,white	LRIG	PR	Tama	W	0	0W		0						
Hanayo: Zero (PR2)	Promo	PR-010,white	LRIG	PR	Hanayo	R	0	0R		0						
Code Piruluk (PR2)	Promo	PR-011,white	LRIG	PR	Piruluk	U	0	0U		0						
Midoriko, Combat Girl (PR2)	Promo	PR-012,white	LRIG	PR	Midoriko	G	0	0G		0						
Tamayorihime, New Moon Miko (PR3)	Promo	PR-013,white	LRIG	PR	Tama	W	0	0W		0						
Hanayo: Zero (PR3)	Promo	PR-014,white	LRIG	PR	Hanayo	R	0	0R		0						
Code Piruluk (PR3)	Promo	PR-015,white	LRIG	PR	Piruluk	U	0	0U		0						
Midoriko, Combat Girl (PR3)	Promo	PR-016,white	LRIG	PR	Midoriko	G	0	0G		0						
Hastall, Medium Spear	Promo	PR-017	SIGNI	PR	War Spirit: Arm	W	2				5000	Tama Only				{Constant} As long as your LRIG is a Level 4 <Tama>, this SIGNI's power is 10000.
Mithril, Natural Stone	Promo	PR-018	SIGNI	PR	Nature Spirit: Ore	R	3				15000	Hanayo Only			Draw a card.	{On-Play} Discard a card from your hand. || {Constant} During your turn, this SIGNI's power is 18000.
TREASURE	Promo	PR-019	Spell	PR		U			1U			Piruluk Only			Discard two cards, then draw three cards.	Discard as many cards as you like from your hand, then draw the same amount, plus an additional card.
Reinforcement	Promo	PR-020	Spell	PR		G			1G			Midoriko Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		Choose one of the following: {1} Search your deck for one SIGNI with a power 10000 or more, reveal it, and add it to your hand. Your deck is then shuffled; {2} Move the top two cards of your deck to your Ener Zone.
Dominating Fury	Promo	PR-021,white	ARTS	PR		R			3R							[Timing: Main Phase; Attack Phase] Banish one of your opponent's SIGNI with a power of 10000 or less.
Baroque Defense	Promo	PR-022,white	ARTS	PR		W			2W							[Timing: Attack Phase] Until the end of the turn, one of your opponent's LRIG OR one of your opponent's SIGNI cannot attack.
Anti-Spell	Promo	PR-023,white	ARTS	PR		U			1U1C							[Timing: Spell Cut-In] Cancel the effect of 1 spell.
Hastall, Medium Spear	Point	PR-026	SIGNI	PR	War Spirit: Arm	W	2				5000	Tama Only				{Constant} As long as your LRIG is a Level 4 <Tama>, this SIGNI's power is 10000.
